국명,과명,과국명,학명
오리엔탈양귀비 '스텀패클',Papaveraceae,양귀비과,Papaver orientale 'Sturmfackel'
오리엔탈양귀비 '터키시 딜라이트',Papaveraceae,양귀비과,Papaver orientale 'Turkish Delight'
오리엔탈양귀비 '패티스 플럼',Papaveraceae,양귀비과,Papaver orientale 'Patty's Plum'
오리엔탈양귀비 '팬시 페더스',Papaveraceae,양귀비과,Papaver orientale 'Fancy Feathers'
오리엔탈양귀비 '페리스 화이트',Papaveraceae,양귀비과,Papaver orientale 'Perry's White'
오리엔탈양귀비 '플라멩코',Papaveraceae,양귀비과,Papaver orientale 'Flamenco'
오리엔탈양귀비 '플레이스 피갈',Papaveraceae,양귀비과,Papaver orientale 'Place Pigalle'
오리엔탈양귀비 '핑크 펄',Papaveraceae,양귀비과,Papaver orientale 'Pink Pearl'
오리엔탈팽나무,Ulmaceae,느릅나무과,Celtis tournefortii Lam.
오리엔탈할미꽃,Ranunculaceae,미나리아재비과,Anemone patens L.
오리잎분꽃나무,Caprifoliaceae,인동과,Viburnum alnifolium Marshall
오리잎채진목,Rosaceae,장미과,Amelanchier alnifolia Nutt.
오리자작나무,Betulaceae,자작나무과,Betula alnoides Buch.-Ham. ex D.Don
오모수,Caprifoliaceae,인동과,Viburnum suspensum Lindl.
오미자,Schisandraceae,오미자과,Schisandra chinensis (Turcz.) Baill.
오베르닭의덩굴,Polygonaceae,마디풀과,Polygonum aubertii Henry
오베사,Euphorbiaceae,대극과,Euphorbia obesa Hook. f.
오베수스나팔수선화,Amaryllidaceae,수선화과,Narcissus obesus Salisb.
오브발라리스수선화,Amaryllidaceae,수선화과,Narcissus obvallaris Salisb.
오브투사풍년화,Hamamelidaceae,조록나무과,Hamamelis japonica var. obtusata (Makino) H.Ohba
오블리쿠아말채나무,Cornaceae,층층나무과,Cornus obliqua Raf.
오성붕어마름,Ceratophyllaceae,붕어마름과,Ceratophyllum demersum L. var. quadrispinum Makino
오소리곰취,Asteraceae,국화과,Ligularia calthifolia Maxim.
오수유,Rutaceae,운향과,Tetradium ruticarpum (A.Juss.) T.G.Hartley
오스문다 방크시폴리아,Osmundaceae,고비과,Osmunda banksiifolia (Pr.) Kuhn
오스테오멜레스 수브로툰다,Rosaceae,장미과,Osteomeles subrotunda K. Koch
오스테오스페르뭄 에클로니스,Asteraceae,국화과,Osteospermum ecklonis (DC.) Norl.
오스테오스페르뭄 유쿤둠,Asteraceae,국화과,Osteospermum jucundum (Phillips) Norl.
오시마벚나무 '스파이란타',Rosaceae,장미과,Prunus lannesiana 'Sphaerantha'
오시멘시사초 '에버골드',Cyperaceae,사초과,Carex oshimensis 'Evergold'
오실산사나무,Rosaceae,장미과,Crataegus nigra Waldst. & Kit.
오약,Lauraceae,녹나무과,Lindera strychnifolia (Siebold & Zucc.) Fern.-Vill.
오엽딸기,Rosaceae,장미과,Rubus ikenoensis H.Lév. & Vaniot
오우옥선인장,Cactaceae,선인장과,Lophophora williamsii (Lem. ex Salm-Dyck) J.M.Coult.
오이,Cucurbitaceae,박과,Cucumis sativus L.
오이풀,Rosaceae,장미과,Sanguisorba officinalis L.
오임레리아 케라시포르미스,Rosaceae,장미과,Oemleria cerasiformis (Torr. & A.Gray) J.W.Landon
오죽,Poaceae,벼과,Phyllostachys nigra (Lodd. ex Lindl.) Munro
오죽 '보리아나',Poaceae,벼과,Phyllostachys nigra 'Boryana'
오체각,Euphorbiaceae,대극과,Euphorbia ingens E.Mey. ex Boiss.
오코테잣나무,Pinaceae,소나무과,Pinus oocarpa Schiede ex Schltdl.
오크나 세룰라타,Ochnaceae,금연목과,Ochna serrulata Walp.
오크나 키르키,Ochnaceae,금연목과,Ochna kirkii
오크라,Malvaceae,아욱과,Abelmoschus esculentus (L.) Moench
오크롤레우카아이리스,Iridaceae,붓꽃과,Iris ochroleuca L.
오크제라늄,Geraniaceae,쥐손이풀과,Pelargonium quercifolium L'Hér.
오키덴탈리스할미꽃,Ranunculaceae,미나리아재비과,Pulsatilla occidentalis Freyn
오타와매자나무,Berberidaceae,매자나무과,Berberis × ottawensis C.K.Schneid. ex Rehder
오텀세이지,Lamiaceae,꿀풀과,Salvia greggii A.Gray
오토나 덴타타,Asteraceae,국화과,Othonna dentata L.
오토나 인테르메디아,Asteraceae,국화과,Othonna intermedia Compton
오피키날리스갈레가,Fabaceae,콩과,Galega officinalis L.
옥녀꽃대,Chloranthaceae,홀아비꽃대과,Chloranthus fortunei (A.Gray) Solms
옥매,Rosaceae,장미과,Prunus glandulosa f. albiplena Koehne
옥살리스 팔미프론스,Oxalidaceae,괭이밥과,Oxalis palmifrons Salter
옥수수,Poaceae,벼과,Zea mays L.
옥스아이데이지 '필리그란',Asteraceae,국화과,Leucanthemum vulgare 'Filigran'
옥시덴드룸 아르보레움,Ericaceae,진달래과,Oxydendrum arboreum DC.
옥시카르디움필로덴드론 ,Araceae,천남성과,Philodendron hederaceum (Jacq.) Schott var. oxycardium (Schott) Croat
옥시페탈룸,Apocynaceae,협죽도과,Oxypetalum coeruleum (D. Don) Decne.
옥시페탈룸 코이룰레움,Apocynaceae,협죽도과,Oxypetalum coeruleum (D.Don ex Sweet) Decne.
옥옹선인장,Cactaceae,선인장과,Mammillaria hahniana Werderm.
옥잠난초,Orchidaceae,난초과,Liparis kumokiri F.Maek.
옥잠화,Liliaceae,백합과,Hosta plantaginea (Lam.) Asch.
옥천앵두,Solanaceae,가지과,Solanum pseudocapsicum L.
옥탄드라칠엽수,Hippocastanaceae,칠엽수과,Aesculus octandra Marshall
온잎백자단,Rosaceae,장미과,Cotoneaster integrifolius (Roxb.) G.Klotz
온주밀감,Rutaceae,운향과,Citrus unshiu (Yu.Tanaka ex Swingle) Marcow.
올괴불나무,Caprifoliaceae,인동과,Lonicera praeflorens Batalin
올된아가판서스,Liliaceae,백합과,Agapanthus praecox Willd.
올된아가판서스 '플로리분두스',Liliaceae,백합과,Agapanthus praecox 'Floribundus'
올레아리아 마크로돈타,Asteraceae,국화과,Olearia macrodonta Baker
올레아리아 오도라타,Asteraceae,국화과,Olearia odorata Petrie
올레아리아 일리키폴리아,Asteraceae,국화과,Olearia ilicifolia Hook. f.
올레아리아 케에세마니,Asteraceae,국화과,Olearia cheesemanii Cockayne & Allan
올레아리아 트라베르시,Asteraceae,국화과,Olearia traversii F.Muell. ex J. Buch.
올리브나무,Oleaceae,물푸레나무과,Olea europaea L.
올림픽매발톱꽃,Ranunculaceae,미나리아재비과,Aquilegia olympica Boiss.
올림픽물망초,Boraginaceae,지치과,Myosotis olympica Boiss.
올미,Alismataceae,택사과,Sagittaria pygmaea Miq.
올방개,Cyperaceae,사초과,Eleocharis kuroguwai Ohwi
올방개아재비,Cyperaceae,사초과,Eleocharis kamtschatica (C.A.Mey.) Kom.
올벚나무,Rosaceae,장미과,Prunus spachiana (Lavallée ex Ed.Otto) Kitam. f. ascendens (Makino) Kitam.
올분꽃나무,Caprifoliaceae,인동과,Viburnum × bodnantense Aberc. ex Stearn
올분꽃나무 '데벤',Caprifoliaceae,인동과,Viburnum × bodnantense 'Deben'
올분꽃나무 '돈',Caprifoliaceae,인동과,Viburnum × bodnantense 'Dawn'
올분꽃나무 '찰스 러몬트',Caprifoliaceae,인동과,Viburnum × bodnantense 'Charles Lamont'
올양지꽃 '나나',Rosaceae,장미과,Potentilla verna 'Nana'
올챙이고랭이,Cyperaceae,사초과,Schoenoplectus juncoides (Roxb.) Palla
올챙이솔,Hydrocharitaceae,자라풀과,Blyxa japonica (Miq.) Maxim. ex Asch. & Gürke
올챙이자리,Hydrocharitaceae,자라풀과,Blyxa aubertii Rich.
올챙이풀,Hydrocharitaceae,자라풀과,Blyxa echinosperma (C.B.Clarke) Hook.f.
옵투시폴리아페페로미아,Piperaceae,후추과,Peperomia obtusifolia
옹굿나물,Asteraceae,국화과,Aster fastigiatus Fisch.
옹옥선인장,Cactaceae,선인장과,Mammillaria klissingiana Boed.
옻나무,Anacardiaceae,옻나무과,Toxicodendron vernicifluum (Stokes) F.A.Barkley
와그너뿔남천 '모세리',Berberidaceae,매자나무과,Mahonia × wagneri 'Moseri'
와그너뿔남천 '운둘라타',Berberidaceae,매자나무과,Mahonia × wagneri 'Undulata'
와그너뿔남천 '피너클',Berberidaceae,매자나무과,Mahonia × wagneri 'Pinnacle'
와룡선인장,Cactaceae,선인장과,Eriocactus tortuosus Riccob.
와비스케동백나무 '서브비두아',Theaceae,차나무과,Camellia wabiske 'Subvidua'
와슈폰데로사소나무,Pinaceae,소나무과,Pinus ponderosa subsp. washoensis (Mason & Stockwell) A.E.Murray
와이트고무나무,Moraceae,뽕나무과,Ficus wightiana Benth.
와트산사나무,Rosaceae,장미과,Crataegus wattiana Hemsl. & Lace
왁살고사리,Dryopteridaceae,관중과,Arachniodes borealis Seriz.
왁스소귀나무,Myricaceae,소귀나무과,Myrica cerifera L.
완도현호색,Papaveraceae,양귀비과,Corydalis wandoensis Y.N.Lee
완도호랑가시나무,Aquifoliaceae,감탕나무과,Ilex × wandoensis C.F.Mill. & M.Kim
완도호랑가시나무,Aquifoliaceae,감탕나무과,Ilex × wandoensis C. F. Mill. & M. Kim
완도호랑가시나무 '모닝 캄',Aquifoliaceae,감탕나무과,Ilex × wandoensis 'Morning Calm'
완도호랑가시나무 '민병갈',Aquifoliaceae,감탕나무과,Ilex × wandoensis 'Min Pyong-Gal'
완도호랑가시나무 '페리스 드림',Aquifoliaceae,감탕나무과,Ilex × wandoensis 'Ferris' Dream'
완두,Fabaceae,콩과,Pisum sativum L.
완산제비꽃,Violaceae,제비꽃과,Viola × wansanensis Y.N.Lee
왈리치아나회양목,Buxaceae,회양목과,Buxus wallichiana Baill.
왈리크용머리,Lamiaceae,꿀풀과,Dracocephalum wallichii Sealy
왈리크천남성,Araceae,천남성과,Arisaema propinquum Schott
왕가시천년초,Cactaceae,선인장과,Opuntia humifusa (Raf.) Raf. f. jeollaensis E.J.Kim & S.S.Whang
왕갯쑥부쟁이,Asteraceae,국화과,Aster magnus Y.N.Lee & C.S.Kim
왕거머리말,Zosteraceae,거머리말과,Zostera asiatica Miki
왕고들빼기,Asteraceae,국화과,Lactuca indica L.
왕고사리,Athyriaceae,개고사리과,Deparia pterorachis (Christ) M.Kato
왕골,Cyperaceae,사초과,Cyperus exaltatus Retz. var. iwasakii (Makino) T.Koyama
왕골무꽃,Lamiaceae,꿀풀과,Scutellaria pekinensis Maxim. var. maxima S.T.Kim & S.T.Lee
왕과,Cucurbitaceae,박과,Thladiantha dubia Bunge
왕관갈퀴나물,Fabaceae,콩과,Securigera varia (L.) Lassen
왕관고비,Osmundaceae,고비과,Osmunda regalis L.
왕관고비 '푸르푸라스켄스',Osmundaceae,고비과,Osmunda regalis 'Purpurascens'
왕관돌꽃,Crassulaceae,돌나물과,Rhodiola rhodantha (A.Gray) Jacobsen
왕관룡선인장,Cactaceae,선인장과,Ferocactus glaucescens (DC.) Britton & Rose
왕관박쥐란,Pteridaceae,봉의꼬리과,Platycerium coronarium (J.Konig) Desv.
왕괴불나무,Caprifoliaceae,인동과,Lonicera vidalii Franch. & Sav.
왕그늘사초,Cyperaceae,사초과,Carex pediformis C.A.Mey. var. pedunculata Maxim.
왕김의털,Poaceae,벼과,Festuca rubra L.
왕김의털아재비,Poaceae,벼과,Festuca extremiorientalis Ohwi
왕꽃마리,Boraginaceae,지치과,Cynoglossum asperrimum Nakai
왕느릅나무,Ulmaceae,느릅나무과,Ulmus macrocarpa Hance
왕다람쥐꼬리,Lycopodiaceae,석송과,Huperzia cryptomerina (Maxim.) R.D.Dixit
왕달맞이꽃,Onagraceae,바늘꽃과,Oenothera macrocarpa Nutt.
왕달맞이꽃 '레몬 실버,Onagraceae,바늘꽃과,Oenothera fremontii 'Lemon Silver'
왕달맞이꽃 '실버 윙스,Onagraceae,바늘꽃과,Oenothera macrocarpa subsp. fremontii 'Silver Wings'
왕닭의장풀,Commelinaceae,닭의장풀과,Commelina diffusa Burm.f.
왕대,Poaceae,벼과,Phyllostachys reticulata (Rupr.) K.Koch.
왕대 '카스티용',Poaceae,벼과,Phyllostachys bambusoides 'Castillon'
왕도깨비가지,Solanaceae,가지과,Solanum viarum Dunal
왕도깨비바늘,Asteraceae,국화과,Bidens subalternans DC.
왕둥굴레,Liliaceae,백합과,Polygonatum robustum (Korsh.) Nakai
왕매발톱나무,Berberidaceae,매자나무과,Berberis amurensis Rupr. var. latifolia Nakai
왕머루,Vitaceae,포도과,Vitis amurensis Rupr.
왕모람,Moraceae,뽕나무과,Ficus pumila L.
왕모시풀,Urticaceae,쐐기풀과,Boehmeria pannosa Nakai & Satake
왕미꾸리광이,Poaceae,벼과,Glyceria leptolepis Ohwi
왕밀사초,Cyperaceae,사초과,Carex matsumurae Franch.
왕바랭이,Poaceae,벼과,Eleusine indica (L.) Gaertn.
왕배풍등,Solanaceae,가지과,Solanum megacarpum Koidz.
왕백량금,Myrsinaceae,자금우과,Ardisia crenata Sims
왕버들,Salicaceae,버드나무과,Salix chaenomeloides Kimura
왕벚나무,Rosaceae,장미과,Prunus × yedoensis Matsum.
왕벚나무 '모이르헤이미',Rosaceae,장미과,Prunus yedoensis 'Moerheimii'
왕별꽃,Caryophyllaceae,석죽과,Stellaria radians L.
왕보리수나무,Elaeagnaceae,보리수나무과,Elaeagnus umbellata Thunb. var. coreana (H.Lév.) H.Lév.
왕비늘사초,Cyperaceae,사초과,Carex maximowiczii Miq.
왕사방오리,Betulaceae,자작나무과,Alnus firma var. hirtella Franch. & Sav.
왕삿갓사초,Cyperaceae,사초과,"Carex rhynchophysa Fisch., C.A.Mey. & Avé-Lall."
왕선인장,Cactaceae,선인장과,Opuntia monacantha (Willd.) Haw.
왕쌀새,Poaceae,벼과,Melica nutans L.
왕씀배,Asteraceae,국화과,Prenanthes ochroleuca (Maxim.) Hemsl.
왕원추리,Liliaceae,백합과,Hemerocallis fulva (L.) L. f. kwanso (Regel) Kitam.
왕자귀나무,Fabaceae,콩과,Albizia kalkora (Roxb.) Prain
왕작살나무,Verbenaceae,마편초과,Callicarpa japonica Thunb. var. luxurians Rehder
왕잔디,Poaceae,벼과,Zoysia macrostachya Franch. & Sav.
왕제비꽃,Violaceae,제비꽃과,Viola websteri Hemsl. Ex F.B.Forbes & Hemsl.
왕죽대아재비,Liliaceae,백합과,Streptopus koreanus (Kom.) Ohwi
왕쥐똥나무,Oleaceae,물푸레나무과,Ligustrum ovalifolium Hassk.
왕지네고사리,Dryopteridaceae,관중과,Dryopteris monticola (Makino) C.Chr.
왕질경이,Plantaginaceae,질경이과,Plantago major L. var. japonica (Franch. & Sav.) Kuntze
왕찔레나무,Rosaceae,장미과,Rosa laevigata Michx.
왕초피나무,Rutaceae,운향과,Zanthoxylum simulans Hance
왕팽나무,Ulmaceae,느릅나무과,Celtis koraiensis Nakai
왕포아풀,Poaceae,벼과,Poa pratensis L.
왕호장근,Polygonaceae,마디풀과,Reynoutria sachalinensis (F.Schmidt) Nakai
왜갓냉이,Brassicaceae,배추과,Cardamine yezoensis Maxim.
왜개싱아,Polygonaceae,마디풀과,Aconogonon divaricatum (L.) Nakai
왜개연꽃,Nymphaeaceae,수련과,Nuphar pumila (Timm) DC.
왜광대수염,Lamiaceae,꿀풀과,Lamium album L.
왜구실사리,Selaginellaceae,부처손과,Selaginella helvetica (L.) Spring
왜당귀,Apiaceae,산형과,Angelica acutiloba (Siebold & Zucc.) Kitag.
왜떡쑥,Asteraceae,국화과,Gnaphalium uliginosum L.
왜란,Liliaceae,백합과,Ophiopogon japonicus 'Kyoto Dwarf'
왜모시풀,Urticaceae,쐐기풀과,Boehmeria japonica (L.f.) Miq.
왜무,Brassicaceae,배추과,Brassica campestris var. akana Makino
왜미나리아재비,Ranunculaceae,미나리아재비과,Ranunculus franchetii H.Boissieu
왜박주가리,Apocynaceae,협죽도과,Tylophora floribunda Miq.
왜방풍,Apiaceae,산형과,Aegopodium alpestre Ledeb.
왜벚나무,Rosaceae,장미과,Prunus speciosa (Koidz.) Nakai
왜성금매화,Ranunculaceae,미나리아재비과,Trollius pumilus D.Don
왜성무고소나무,Pinaceae,소나무과,Pinus mugo subsp. pumilio (Haenke) A.E.Murray
왜성실화백,Cupressaceae,측백나무과,Chamaecyparis pisifera 'Filifera Nana'
왜성캘리포니아포피,Papaveraceae,양귀비과,Eschscholzia caespitosa Benth.
왜승마,Ranunculaceae,미나리아재비과,Actaea japonica Thunb.
왜우산풀,Apiaceae,산형과,Pleurospermum uralense Hoffm.
왜자작나무,Betulaceae,자작나무과,Betula potaninii Batalin
왜젓가락나물,Ranunculaceae,미나리아재비과,Ranunculus silerifolius H.Lév.
왜제비꽃,Violaceae,제비꽃과,Viola japonica Langsd. ex DC.
왜졸방제비꽃,Violaceae,제비꽃과,Viola sacchalinensis H.Boissieu
왜지치,Boraginaceae,지치과,Myosotis sylvatica Ehrh. ex Hoffm.
왜천궁,Apiaceae,산형과,Angelica genuflexa Nutt. ex Torr. & A.Gray
왜탐춘화,Oleaceae,물푸레나무과,Jasminum humile L.
왜탐춘화 '레볼루툼',Oleaceae,물푸레나무과,Jasminum humile 'Revolutum'
왜현호색,Papaveraceae,양귀비과,Corydalis ambigua Cham. & Schltdl.
외대바람꽃,Ranunculaceae,미나리아재비과,Anemone nikoensis Maxim.
외대쇠치기아재비,Poaceae,벼과,Eremochloa ophiuroides (Munro) Hack.
외대으아리,Ranunculaceae,미나리아재비과,Clematis brachyura Maxim.
외대잔대,Campanulaceae,초롱꽃과,Adenophora racemosa J.K.Lee & S.T.Lee
외잎미국헐떡이풀,Saxifragaceae,범의귀과,Tiarella unifoliata Hook.
외잎승마,Saxifragaceae,범의귀과,Astilbe simplicifolia Makino
외잎승마 '다윈스 스노우 스프라이트',Saxifragaceae,범의귀과,Astilbe simplicifolia 'Darwin's Snow Sprite'
외잎승마 '윌리엄 뷰캐넌',Saxifragaceae,범의귀과,Astilbe simplicifolia 'William Buchanan'
외잎쑥,Asteraceae,국화과,Artemisia viridissima (Kom.) Pamp.
외잎진고사리,Athyriaceae,개고사리과,Deparia lobato-crenata (Tagawa) M.Kato
외풀,Scrophulariaceae,현삼과,Lindernia crustacea (L.) F.Muell.
요강나물,Ranunculaceae,미나리아재비과,Clematis fusca Turcz. var. flabellata (Nakai) J.S.Kim
요정페페로미아,Piperaceae,후추과,Peperomia orba G.S.Bunting
요정페페로미아 '픽시',Piperaceae,후추과,Peperomia orba 'Pixie'
용가문비나무,Pinaceae,소나무과,Picea asperata Mast.
용가시나무,Rosaceae,장미과,Rosa maximowicziana Regel
용골부추,Liliaceae,백합과,Allium carinatum subsp. pulchellum (G.Don) Bonnier & Layens
용괴불나무,Caprifoliaceae,인동과,Lonicera involucrata (Richardson) Banks ex Spreng.
용담,Gentianaceae,용담과,Gentiana scabra Bunge
용담방패꽃,Scrophulariaceae,현삼과,Veronica gentianoides Vahl
용담방패꽃 '바리에가타',Scrophulariaceae,현삼과,Veronica gentianoides 'Variegata'
용둥굴레,Liliaceae,백합과,Polygonatum involucratum (Franch. & Sav.) Maxim.
용머리,Lamiaceae,꿀풀과,Dracocephalum argunense Fisch. ex Link
용머리 '후지 블루',Lamiaceae,꿀풀과,Dracocephalum argunense 'Fuji Blue'
용머리 '후지 화이트',Lamiaceae,꿀풀과,Dracocephalum argunense 'Fuji White'
용버들,Salicaceae,버드나무과,Salix matsudana Koidz. f. tortuosa (Vilm.) Rehder
용비늘고사리,Marattiaceae,용비늘고사리과,Angiopteris lygodiifolia Rosenst.
용설란,Agavaceae,용설란과,Agave americana L.
용설란 '마르기나타',Agavaceae,용설란과,Agave americana 'Marginata'
용설란 '메디오픽타',Agavaceae,용설란과,Agave americana 'Mediopicta'
용설에린지움,Apiaceae,산형과,Eryngium agavifolium Griseb.
용설채,Asteraceae,국화과,Lactuca indica var. dracoglossa Kitam.
용수국,Hydrangeaceae,수국과,Hydrangea involucrata Siebold
용수염,Poaceae,벼과,Diarrhena japonica (Franch. & Sav.) Franch. & Sav.
용신목선인장,Cactaceae,선인장과,Myrtillocactus geometrizans Console
용안,Sapindaceae,무환자나무과,Dimocarpus longan Lour.
